ReturnQuantity,ModelName,ProductCost,Region,Country,Continent,SubcategoryName,CategoryName,Month,Week,Day,Season,Productprice,Returned Revenue Loss,Internal Cost of Returns,Profit Lost on Returns
1,Sport-100,13.0863,Germany,Germany,Europe,Helmets,Accessories,December,52,Wednesday,Winter,34.99,34.99,13.0863,21.9037
1,Touring-1000,1481.9379,Australia,Australia,Pacific,Touring Bikes,Bikes,December,52,Wednesday,Winter,2384.07,2384.07,1481.9379,902.1321000000003
1,Road-750,343.6496,Australia,Australia,Pacific,Road Bikes,Bikes,December,52,Wednesday,Winter,539.99,539.99,343.6496,196.3404
1,Bike Wash,2.9733,Northwest,United States,North America,Cleaners,Accessories,December,52,Thursday,Winter,7.95,7.95,2.9733,4.9767
1,Mountain Tire Tube,1.8663,Northwest,United States,North America,Tires and Tubes,Accessories,December,52,Thursday,Winter,4.99,4.99,1.8663,3.1237000000000004
1,Sport-100,12.0278,Northwest,United States,North America,Helmets,Accessories,December,52,Friday,Winter,33.6442,33.6442,12.0278,21.6164
1,LL Mountain Tire,9.3463,Northwest,United States,North America,Tires and Tubes,Accessories,December,52,Friday,Winter,24.99,24.99,9.3463,15.643699999999999
1,HL Road Tire,12.1924,Northwest,United States,North America,Tires and Tubes,Accessories,December,52,Friday,Winter,32.6,32.6,12.1924,20.407600000000002
1,Road-550-W,605.6492,Southwest,United States,North America,Road Bikes,Bikes,December,52,Friday,Winter,1000.4375,1000.4375,605.6492,394.78830000000005
1,Bike Wash,2.9733,Southwest,United States,North America,Cleaners,Accessories,December,52,Friday,Winter,7.95,7.95,2.9733,4.9767
1,Racing Socks,3.3623,Canada,Canada,North America,Socks,Clothing,December,52,Friday,Winter,8.99,8.99,3.3623,5.627700000000001
1,Long-Sleeve Logo Jersey,31.7244,France,France,Europe,Jerseys,Clothing,December,52,Friday,Winter,48.0673,48.0673,31.7244,16.342900000000004
1,Cycling Cap,5.7052,Southwest,United States,North America,Caps,Clothing,December,52,Saturday,Winter,8.6442,8.6442,5.7052,2.939
1,HL Mountain Tire,13.09,Southwest,United States,North America,Tires and Tubes,Accessories,December,52,Saturday,Winter,35.0,35.0,13.09,21.91
1,ML Road Tire,9.3463,Canada,Canada,North America,Tires and Tubes,Accessories,December,52,Saturday,Winter,24.99,24.99,9.3463,15.643699999999999
1,Water Bottle,1.8663,France,France,Europe,Bottles and Cages,Accessories,December,52,Saturday,Winter,4.99,4.99,1.8663,3.1237000000000004
1,Road-350-W,1082.51,Germany,Germany,Europe,Road Bikes,Bikes,December,52,Saturday,Winter,1700.99,1700.99,1082.51,618.48
1,Road Bottle Cage,3.3623,United Kingdom,United Kingdom,Europe,Bottles and Cages,Accessories,December,52,Saturday,Winter,8.99,8.99,3.3623,5.627700000000001
